Futsal Dante Cadet;-;Betània Patmos Barcelona Cadet;18/02/2018;15:00;13;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;Futsal Dante Cadet;24/02/2018;00:00;14;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";-;*RETIRAT* Betania F.S. Cadet;24/02/2018;10:00;14;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;-;"Escola de Futsal Grèvol Cadet ""A""";24/02/2018;10:00;14;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";-;Betània Patmos Barcelona Cadet;24/02/2018;14:00;14;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;C.E.F.S. Granollers Cadet;24/02/2018;14:00;14;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;-;C.E. Maristes De Rubí Cadet;25/02/2018;17:00;14;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;-;"Escola de Futsal Grèvol Cadet ""B""";10/03/2018;10:00;15;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;E.P. Badalona Centre Cadet;10/03/2018;10:00;15;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;Neurofutbol F.S.;10/03/2018;12:00;15;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;-;"Futbol Sala Corbera Cadet ""B""";10/03/2018;13:45;15;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;Athletic Torre Roja Cadet;10/03/2018;16:00;15;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;Montsant Sala 5 Cadet;10/03/2018;17:30;15;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;C.E.F.S. Granollers Cadet;17/03/2018;00:00;16;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";-;"Futbol Sala Corbera Cadet ""B""";17/03/2018;10:00;16;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;-;Betània Patmos Barcelona Cadet;17/03/2018;10:00;16;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;*RETIRAT* Betania F.S. Cadet;17/03/2018;14:00;16;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;Futsal Dante Cadet;17/03/2018;17:30;16;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;-;"Escola de Futsal Grèvol Cadet ""A""";18/03/2018;17:00;16;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;-;Neurofutbol F.S.;14/04/2018;10:00;17;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;Athletic Torre Roja Cadet;14/04/2018;10:00;17;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;Montsant Sala 5 Cadet;14/04/2018;10:00;17;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;-;"Escola de Futsal Grèvol Cadet ""B""";14/04/2018;14:00;17;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";-;E.P. Badalona Centre Cadet;14/04/2018;14:00;17;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;C.E. Maristes De Rubí Cadet;14/04/2018;16:00;17;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;*RETIRAT* Betania F.S. Cadet;21/04/2018;00:00;18;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;-;"Escola de Futsal Grèvol Cadet ""B""";21/04/2018;10:00;18;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;"Futbol Sala Corbera Cadet ""B""";21/04/2018;14:00;18;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;Futsal Dante Cadet;21/04/2018;16:00;18;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;"Escola de Futsal Grèvol Cadet ""A""";21/04/2018;17:30;18;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;-;Betània Patmos Barcelona Cadet;22/04/2018;17:00;18;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;-;Montsant Sala 5 Cadet;28/04/2018;10:00;19;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;C.E. Maristes De Rubí Cadet;28/04/2018;10:00;19;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;C.E.F.S. Granollers Cadet;28/04/2018;10:45;19;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";-;Neurofutbol F.S.;28/04/2018;12:00;19;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";-;Athletic Torre Roja Cadet;28/04/2018;14:00;19;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;-;E.P. Badalona Centre Cadet;29/04/2018;15:00;19;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;"Futbol Sala Corbera Cadet ""B""";12/05/2018;00:00;20;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;Futsal Dante Cadet;12/05/2018;10:45;20;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;E.P. Badalona Centre Cadet;12/05/2018;14:00;20;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;*RETIRAT* Betania F.S. Cadet;12/05/2018;16:00;20;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;Betània Patmos Barcelona Cadet;12/05/2018;17:30;20;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;-;"Escola de Futsal Grèvol Cadet ""B""";13/05/2018;17:00;20;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;-;Athletic Torre Roja Cadet;26/05/2018;10:00;21;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;-;C.E.F.S. Granollers Cadet;26/05/2018;10:00;21;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;"Escola de Futsal Grèvol Cadet ""A""";26/05/2018;10:00;21;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";-;Montsant Sala 5 Cadet;26/05/2018;10:45;21;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;Futsal Dante Cadet;26/05/2018;14:00;21;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";-;C.E. Maristes De Rubí Cadet;26/05/2018;14:00;21;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;E.P. Badalona Centre Cadet;02/06/2018;00:00;22;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;Betània Patmos Barcelona Cadet;02/06/2018;10:45;22;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;"Futbol Sala Corbera Cadet ""B""";02/06/2018;16:00;22;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;"Escola de Futsal Grèvol Cadet ""B""";02/06/2018;17:30;22;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;-;*RETIRAT* Betania F.S. Cadet;03/06/2018;15:00;22;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;-;Neurofutbol F.S.;03/06/2018;17:00;22;"Cadet ""B""";08. Cadet
